LOCATION,AREA_CONGEST_LVL,AREA_CONGEST_MSG,AREA_PPLTN_MIN,AREA_PPLTN_MAX,MALE_PPLTN_RATE,FEMALE_PPLTN_RATE,PPLTN_RATE_0,PPLTN_RATE_10,PPLTN_RATE_20,PPLTN_RATE_30,PPLTN_RATE_40,PPLTN_RATE_50,PPLTN_RATE_60,PPLTN_RATE_70,RESNT_PPLTN_RATE,NON_RESNT_PPLTN_RATE,REPLACE_YN,PPLTN_TIME
낙산공원·이화마을,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,100,200,46,54,0,3,30,13,11,20,14,10,29,71,N,2022-11-05 11:50
북촌한옥마을,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,1500,2000,43,57,1,7,16,19,19,17,14,7,19,81,N,2022-11-05 11:50
가로수길,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,22000,24000,42,58,0,6,25,25,18,12,8,5,22,78,N,2022-11-05 11:50
성수카페거리,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,5500,6000,46,54,0,6,31,23,15,13,8,4,15,85,N,2022-11-05 11:50
수유리 먹자골목,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,47,53,0,6,21,16,17,17,12,10,28,72,N,2022-11-05 11:50
쌍문동 맛집거리,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3500,4000,44,56,0,7,18,18,15,17,13,13,22,78,N,2022-11-05 11:50
압구정로데오거리,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,20000,22000,42,58,0,5,27,30,16,12,7,3,24,76,N,2022-11-05 11:50
여의도,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,52000,54000,49,51,0,6,18,25,19,15,10,6,17,83,N,2022-11-05 11:50
영등포 타임스퀘어,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,14000,16000,44,56,0,3,22,24,16,16,13,6,16,84,N,2022-11-05 11:50
인사동·익선동,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,16000,18000,46,54,0,4,22,17,17,16,12,12,15,85,N,2022-11-05 11:50
DMC(디지털미디어시티),여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,49,51,1,7,24,23,20,14,8,4,18,82,N,2022-11-05 17:35
창동 신경제 중심지,붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,34000,36000,46,54,0,12,20,16,16,17,12,7,17,83,N,2022-11-05 17:35
노량진,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,16000,18000,54,46,0,6,37,21,11,12,8,4,15,85,N,2022-11-05 17:35
낙산공원·이화마을,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,200,300,43,57,1,6,27,18,15,16,11,7,26,74,N,2022-11-05 17:35
북촌한옥마을,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,2000,2500,38,62,0,5,35,22,14,12,7,4,15,85,N,2022-11-05 17:35
가로수길,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,28000,30000,43,57,0,9,35,24,14,9,6,3,14,86,N,2022-11-05 17:35
성수카페거리,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,40,60,0,7,48,22,10,6,5,2,9,91,N,2022-11-05 17:35
수유리 먹자골목,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,12000,14000,47,53,0,8,24,16,16,16,12,7,21,79,N,2022-11-05 17:40
쌍문동 맛집거리,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3500,4000,48,52,0,6,20,16,16,17,14,10,19,81,N,2022-11-05 17:40
압구정로데오거리,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,22000,24000,40,60,0,6,37,28,13,8,5,3,19,81,N,2022-11-05 17:40
여의도,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,66000,68000,46,54,0,9,27,26,15,11,7,4,13,87,N,2022-11-05 17:40
영등포 타임스퀘어,붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,26000,28000,43,57,0,6,30,24,14,13,10,4,9,91,N,2022-11-05 17:40
인사동·익선동,붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,26000,28000,44,56,1,5,33,18,13,13,10,6,9,91,N,2022-11-05 17:40
DMC(디지털미디어시티),여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,7500,8000,50,50,1,7,26,25,18,12,8,4,34,66,N,2022-11-06 21:00
창동 신경제 중심지,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,24000,26000,49,51,0,12,24,16,16,15,10,6,31,69,N,2022-11-06 21:00
노량진,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,57,43,0,6,44,21,11,9,6,3,27,73,N,2022-11-06 21:00
낙산공원·이화마을,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,200,300,48,52,0,9,23,15,13,20,12,8,59,41,N,2022-11-06 21:00
북촌한옥마을,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,600,700,47,53,0,8,23,16,14,17,10,13,51,49,N,2022-11-06 21:00
가로수길,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,14000,16000,47,53,0,7,35,24,14,10,5,4,19,81,N,2022-11-06 21:00
성수카페거리,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,4500,5000,49,51,0,7,47,21,9,8,6,2,14,86,N,2022-11-06 21:00
수유리 먹자골목,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,51,49,0,7,30,16,14,14,10,7,35,65,N,2022-11-06 21:00
쌍문동 맛집거리,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,2500,3000,50,50,0,6,23,18,14,18,12,8,39,61,N,2022-11-06 21:00
압구정로데오거리,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,47,53,0,6,39,25,14,8,5,3,17,83,N,2022-11-06 21:00
여의도,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,34000,36000,50,50,0,8,22,23,17,13,9,7,28,72,N,2022-11-06 21:00
영등포 타임스퀘어,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,50,50,0,6,41,25,11,9,6,2,11,89,N,2022-11-06 21:00
인사동·익선동,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,53,47,0,5,38,20,11,12,9,6,14,86,N,2022-11-06 21:00
DMC(디지털미디어시티),보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,24000,26000,52,48,0,2,24,30,25,12,5,2,44,56,N,2022-11-08 10:50
창동 신경제 중심지,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,26000,28000,42,58,0,7,16,15,17,20,15,10,28,72,N,2022-11-08 10:50
노량진,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,12000,14000,55,45,0,4,35,19,14,13,9,7,30,70,N,2022-11-08 10:50
낙산공원·이화마을,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,100,200,42,58,1,5,26,11,13,19,13,10,38,62,N,2022-11-08 10:50
북촌한옥마을,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,1000,1500,49,51,0,10,15,19,17,16,14,10,37,63,N,2022-11-08 10:50
가로수길,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,26000,28000,43,57,0,3,24,27,20,13,8,5,34,66,N,2022-11-08 10:50
성수카페거리,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,53,47,0,1,26,29,19,15,7,3,32,68,N,2022-11-08 10:50
수유리 먹자골목,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,43,57,0,2,18,16,18,19,16,11,36,64,N,2022-11-08 10:50
쌍문동 맛집거리,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3000,3500,44,56,0,5,16,15,16,19,15,14,28,72,N,2022-11-08 10:50
압구정로데오거리,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,20000,22000,41,59,0,2,28,31,19,10,7,3,42,58,N,2022-11-08 10:50
여의도,붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,125000,130000,57,43,0,2,18,31,26,14,6,3,50,50,N,2022-11-08 10:50
영등포 타임스퀘어,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,44,56,0,2,20,22,19,18,12,7,35,65,N,2022-11-08 10:50
인사동·익선동,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,18000,20000,54,46,0,2,19,23,21,16,11,9,39,61,N,2022-11-08 10:50
DMC(디지털미디어시티),여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,51,49,0,5,26,29,20,11,6,3,25,75,N,2022-11-08 22:00
창동 신경제 중심지,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,22000,24000,48,52,0,11,23,17,16,17,10,6,33,67,N,2022-11-08 22:00
노량진,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,12000,14000,58,42,0,7,43,21,11,9,6,3,25,75,N,2022-11-08 22:05
낙산공원·이화마을,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,200,300,43,57,1,7,24,17,14,16,12,9,63,37,N,2022-11-08 22:05
북촌한옥마을,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,500,600,48,52,0,7,12,19,19,18,13,12,64,36,N,2022-11-08 22:05
가로수길,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,16000,18000,48,52,0,8,28,25,18,11,5,4,18,82,N,2022-11-08 22:05
성수카페거리,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,5000,5500,53,47,0,5,35,27,15,11,6,2,12,88,N,2022-11-08 22:05
수유리 먹자골목,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,49,51,0,6,30,17,16,14,10,7,37,63,N,2022-11-08 22:05
쌍문동 맛집거리,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3000,3500,49,51,0,6,23,20,13,17,13,7,40,60,N,2022-11-08 22:05
압구정로데오거리,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,52,48,0,4,28,29,20,11,5,3,16,84,N,2022-11-08 22:05
여의도,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,38000,40000,55,45,0,4,18,27,22,15,8,6,27,73,N,2022-11-08 22:05
영등포 타임스퀘어,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,8000,8500,51,49,0,4,35,24,16,12,7,2,17,83,N,2022-11-08 22:05
인사동·익선동,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,9500,10000,59,41,0,3,29,21,17,15,9,5,15,85,N,2022-11-08 22:05
DMC(디지털미디어시티),여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,12000,14000,46,54,0,7,27,22,18,13,8,4,14,86,N,2022-11-12 12:20
창동 신경제 중심지,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,28000,30000,45,55,0,9,18,17,16,18,13,8,20,80,N,2022-11-12 12:20
노량진,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,16000,18000,52,48,0,6,39,19,11,11,9,6,16,84,N,2022-11-12 12:20
낙산공원·이화마을,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,200,300,50,50,1,6,22,16,17,19,10,11,34,66,N,2022-11-12 12:20
북촌한옥마을,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,1500,2000,40,60,0,5,17,19,18,19,14,8,19,81,N,2022-11-12 12:20
가로수길,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,24000,26000,42,58,0,6,25,26,18,13,7,5,20,80,N,2022-11-12 12:20
성수카페거리,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,6000,6500,44,56,0,6,33,24,14,11,8,4,13,87,N,2022-11-12 12:20
수유리 먹자골목,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,46,54,0,6,23,17,16,17,12,9,27,73,N,2022-11-12 12:20
쌍문동 맛집거리,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3000,3500,42,58,0,6,17,18,15,17,14,12,22,78,N,2022-11-12 12:20
압구정로데오거리,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,20000,22000,40,60,0,4,28,30,17,11,6,3,23,77,N,2022-11-12 12:20
여의도,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,56000,58000,49,51,0,5,19,25,19,16,10,6,16,84,N,2022-11-12 12:20
영등포 타임스퀘어,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,18000,20000,44,56,0,4,23,23,16,15,12,7,13,87,N,2022-11-12 12:20
인사동·익선동,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,18000,20000,48,52,0,4,20,17,16,16,14,12,13,87,N,2022-11-12 12:20
DMC(디지털미디어시티),여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,12000,14000,54,46,0,3,20,27,23,16,8,3,20,80,N,2022-11-16 07:55
창동 신경제 중심지,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,22000,24000,46,54,0,8,17,18,17,19,13,8,20,80,N,2022-11-16 07:55
노량진,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,14000,16000,57,43,0,3,32,24,17,13,8,3,14,86,N,2022-11-16 07:55
낙산공원·이화마을,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,200,300,45,55,0,8,17,13,15,21,14,12,35,65,N,2022-11-16 07:55
북촌한옥마을,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,700,800,58,42,0,18,8,16,18,18,11,11,43,57,N,2022-11-16 07:55
가로수길,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,12000,14000,52,48,0,7,15,21,21,17,11,8,18,82,N,2022-11-16 07:55
성수카페거리,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,4000,4500,57,43,0,2,20,25,19,16,13,5,17,83,N,2022-11-16 07:55
수유리 먹자골목,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,8500,9000,49,51,0,4,22,18,16,17,14,9,26,74,N,2022-11-16 07:55
쌍문동 맛집거리,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,3500,4000,46,54,0,6,21,19,16,20,10,8,16,84,N,2022-11-16 07:55
압구정로데오거리,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,7000,7500,50,50,0,4,18,22,22,17,11,6,20,80,N,2022-11-16 07:55
여의도,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,66000,68000,59,41,0,3,15,28,25,16,8,4,33,67,N,2022-11-16 07:55
영등포 타임스퀘어,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,6500,7000,54,46,0,2,26,25,19,15,9,4,11,89,N,2022-11-16 07:55
인사동·익선동,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,64,36,0,2,18,26,23,17,9,6,25,75,N,2022-11-16 07:55
DMC(디지털미디어시티),여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,12000,14000,51,49,0,6,20,25,23,15,8,3,19,81,N,2022-11-23 07:50
창동 신경제 중심지,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,22000,24000,47,53,0,13,15,16,17,19,12,7,19,81,N,2022-11-23 07:50
노량진,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,12000,14000,58,42,0,3,30,23,17,14,8,4,15,85,N,2022-11-23 07:50
낙산공원·이화마을,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,200,300,48,52,1,7,20,15,14,19,13,10,36,64,N,2022-11-23 07:50
북촌한옥마을,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,700,800,55,45,0,19,8,16,19,17,11,11,38,62,N,2022-11-23 07:50
가로수길,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,53,47,0,7,15,21,22,17,12,7,19,81,N,2022-11-23 07:50
성수카페거리,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,4000,4500,59,41,0,3,19,22,21,19,11,4,15,85,N,2022-11-23 07:50
수유리 먹자골목,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,8500,9000,48,52,0,5,22,18,16,17,13,9,23,77,N,2022-11-23 07:50
쌍문동 맛집거리,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,3500,4000,46,54,0,6,20,21,16,18,11,8,15,85,N,2022-11-23 07:50
압구정로데오거리,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,6500,7000,52,48,0,5,17,21,22,17,12,7,20,80,N,2022-11-23 07:50
여의도,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,62000,64000,60,40,0,3,14,27,26,17,8,4,30,70,N,2022-11-23 07:50
영등포 타임스퀘어,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,7000,7500,53,47,0,4,25,26,18,14,9,5,10,90,N,2022-11-23 07:50
인사동·익선동,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,64,36,0,3,17,26,23,16,9,6,23,77,N,2022-11-23 07:50
DMC(디지털미디어시티),여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,9000,9500,55,45,0,5,18,22,23,19,10,3,17,83,N,2022-11-24 07:20
창동 신경제 중심지,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,18000,20000,50,50,0,8,15,17,19,19,14,9,21,79,N,2022-11-24 07:20
노량진,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,61,39,0,3,29,22,17,15,9,5,16,84,N,2022-11-24 07:20
낙산공원·이화마을,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,200,300,46,54,0,7,18,14,14,21,13,11,32,68,N,2022-11-24 07:20
북촌한옥마을,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,600,700,52,48,0,10,9,16,20,19,13,12,38,62,N,2022-11-24 07:20
가로수길,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,9000,9500,54,46,0,5,14,20,22,18,12,9,18,82,N,2022-11-24 07:20
성수카페거리,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,2500,3000,59,41,0,3,18,21,19,20,13,6,17,83,N,2022-11-24 07:20
수유리 먹자골목,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,7500,8000,49,51,0,6,21,17,16,16,14,10,26,74,N,2022-11-24 07:20
쌍문동 맛집거리,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3000,3500,49,51,0,6,18,19,17,18,14,8,19,81,N,2022-11-24 07:20
압구정로데오거리,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,5000,5500,55,45,0,4,14,20,21,18,14,9,21,79,N,2022-11-24 07:20
여의도,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,36000,38000,60,40,0,3,12,22,24,21,12,7,26,74,N,2022-11-24 07:20
영등포 타임스퀘어,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,5500,6000,58,42,0,2,25,25,17,17,10,4,10,90,N,2022-11-24 07:20
인사동·익선동,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,7500,8000,65,35,0,4,18,20,20,19,12,7,20,80,N,2022-11-24 07:20
DMC(디지털미디어시티),여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,6500,7000,52,48,0,8,26,23,19,13,7,4,38,62,N,2022-11-26 23:15
창동 신경제 중심지,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,22000,24000,52,48,0,10,28,17,15,15,9,6,34,66,N,2022-11-26 23:15
노량진,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,9500,10000,59,41,0,6,42,23,10,10,6,3,28,72,N,2022-11-26 23:15
낙산공원·이화마을,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,200,300,51,49,0,8,20,15,14,19,13,11,67,33,N,2022-11-26 23:15
북촌한옥마을,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,500,600,46,54,0,6,12,14,20,19,14,14,64,36,N,2022-11-26 23:15
가로수길,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,12000,14000,50,50,0,6,34,26,15,9,5,5,20,80,N,2022-11-26 23:15
성수카페거리,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3000,3500,52,48,0,5,39,27,12,8,6,3,17,83,N,2022-11-26 23:15
수유리 먹자골목,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,12000,14000,53,47,0,6,35,16,14,13,9,6,33,67,N,2022-11-26 23:15
쌍문동 맛집거리,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,2500,3000,50,50,0,7,22,19,15,16,13,8,45,55,N,2022-11-26 23:15
압구정로데오거리,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,12000,14000,51,49,0,3,43,31,11,6,3,2,13,87,N,2022-11-26 23:15
여의도,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,22000,24000,51,49,0,6,18,23,19,15,10,8,42,58,N,2022-11-26 23:15
영등포 타임스퀘어,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,9000,9500,55,45,0,5,41,26,12,9,5,2,12,88,N,2022-11-26 23:15
인사동·익선동,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,65,35,0,3,32,25,14,14,7,4,14,86,N,2022-11-26 23:15
