LOCATION,AREA_CONGEST_LVL,AREA_CONGEST_MSG,AREA_PPLTN_MIN,AREA_PPLTN_MAX,MALE_PPLTN_RATE,FEMALE_PPLTN_RATE,PPLTN_RATE_0,PPLTN_RATE_10,PPLTN_RATE_20,PPLTN_RATE_30,PPLTN_RATE_40,PPLTN_RATE_50,PPLTN_RATE_60,PPLTN_RATE_70,RESNT_PPLTN_RATE,NON_RESNT_PPLTN_RATE,REPLACE_YN,PPLTN_TIME
선릉역,매우 붐빔,사람들이 몰려있을 가능성이 매우 크고 많이 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,52000,54000,52,48,0,4,21,29,22,14,7,4,37,63,N,2022-11-04 17:20
신도림역,붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,7500,8000,43,57,0,8,26,20,16,14,10,5,9,91,N,2022-11-04 17:20
신림역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,12000,14000,49,51,0,7,33,20,14,13,9,5,18,82,N,2022-11-04 17:20
신촌·이대역,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,24000,26000,40,60,0,8,48,17,10,9,5,3,20,80,N,2022-11-04 17:20
역삼역,매우 붐빔,사람들이 몰려있을 가능성이 매우 크고 많이 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,34000,36000,54,46,0,2,27,33,21,10,5,2,37,63,N,2022-11-04 17:20
연신내역,붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,8500,9000,43,57,0,14,19,15,14,16,13,9,21,79,N,2022-11-04 17:20
용산역,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,18000,20000,54,46,0,5,26,25,19,15,7,3,25,75,N,2022-11-04 17:20
왕십리역,붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,10000,12000,44,56,0,11,35,16,13,12,8,5,17,83,N,2022-11-04 17:20
가산디지털단지역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,8500,9000,61,39,0,4,26,25,19,15,8,4,30,70,N,2022-11-04 23:05
강남역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,38000,40000,54,46,0,6,43,28,13,7,3,1,13,87,N,2022-11-04 23:05
건대입구역,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,18000,20000,52,48,0,9,52,16,8,7,4,3,21,79,N,2022-11-04 23:05
고속터미널역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,4500,5000,53,47,0,8,29,19,18,14,8,4,14,86,N,2022-11-04 23:05
교대역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,6000,6500,57,43,0,5,29,25,19,14,6,2,19,81,N,2022-11-04 23:05
구로디지털단지역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,9000,9500,57,43,0,3,29,29,18,12,7,3,30,70,N,2022-11-04 23:05
서울역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,2500,3000,56,44,0,4,23,27,21,15,7,4,16,84,N,2022-11-04 23:05
선릉역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,20000,22000,55,45,0,6,24,27,22,13,5,3,27,73,N,2022-11-04 23:05
신도림역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,4000,4500,44,56,0,8,41,22,14,8,5,2,14,86,N,2022-11-04 23:05
신림역,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,14000,16000,56,44,0,5,50,23,10,6,4,2,21,79,N,2022-11-04 23:05
신촌·이대역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,20000,22000,47,53,0,8,60,15,7,5,3,2,25,75,N,2022-11-04 23:05
역삼역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,55,45,0,3,26,32,20,11,6,3,25,75,N,2022-11-04 23:10
연신내역,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,6000,6500,52,48,0,8,37,20,13,10,7,5,26,74,N,2022-11-04 23:10
용산역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,4500,5000,50,50,0,5,28,26,16,13,8,4,28,72,N,2022-11-04 23:10
왕십리역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,8000,8500,50,50,0,8,49,16,8,9,6,4,32,68,N,2022-11-04 23:10
가산디지털단지역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,14000,16000,55,45,0,3,20,23,18,18,11,5,15,85,N,2022-11-05 11:50
강남역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,44000,46000,44,56,0,7,32,27,16,10,6,3,17,83,N,2022-11-05 11:50
건대입구역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,14000,16000,44,56,0,6,32,20,14,13,9,5,17,83,N,2022-11-05 11:50
고속터미널역,붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,18000,20000,38,62,0,7,23,20,18,15,11,5,11,89,N,2022-11-05 11:50
교대역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,9500,10000,49,51,0,8,21,20,20,14,10,7,15,85,N,2022-11-05 11:50
구로디지털단지역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,54,46,0,2,20,25,22,16,10,4,20,80,N,2022-11-05 11:50
서울역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,7500,8000,50,50,0,4,20,23,18,19,11,5,12,88,N,2022-11-05 11:50
선릉역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,26000,28000,47,53,0,6,20,24,20,15,11,5,17,83,N,2022-11-05 11:50
신도림역,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,6000,6500,42,58,0,6,24,23,16,12,12,7,9,91,N,2022-11-05 11:50
신림역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,12000,14000,50,50,0,4,35,22,14,11,9,6,16,84,N,2022-11-05 11:50
신촌·이대역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,20000,22000,42,58,0,7,44,19,11,9,6,3,19,81,N,2022-11-05 11:50
역삼역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,12000,14000,51,49,0,5,24,26,19,13,9,4,18,82,N,2022-11-05 11:50
연신내역,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,7000,7500,42,58,0,6,19,16,15,16,15,13,18,82,N,2022-11-05 11:50
용산역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,14000,16000,47,53,0,5,24,25,17,14,9,5,13,87,N,2022-11-05 11:50
왕십리역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,9500,10000,46,54,0,8,33,19,14,12,8,5,16,84,N,2022-11-05 11:50
가산디지털단지역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,14000,16000,55,45,0,4,21,24,19,17,11,4,14,86,N,2022-11-05 17:35
강남역,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,54000,56000,45,55,0,9,43,23,12,7,4,2,10,90,N,2022-11-05 17:35
건대입구역,매우 붐빔,사람들이 몰려있을 가능성이 매우 크고 많이 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,24000,26000,45,55,0,11,41,18,11,10,6,3,12,88,N,2022-11-05 17:35
고속터미널역,매우 붐빔,사람들이 몰려있을 가능성이 매우 크고 많이 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,24000,26000,35,65,0,8,25,23,17,14,9,4,8,92,N,2022-11-05 17:35
교대역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,9500,10000,53,47,0,9,23,20,17,14,10,7,13,87,N,2022-11-05 17:35
구로디지털단지역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,12000,14000,55,45,0,3,22,26,18,17,11,4,17,83,N,2022-11-05 17:35
서울역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,9000,9500,46,54,1,4,24,25,16,16,11,3,8,92,N,2022-11-05 17:35
선릉역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,24000,26000,51,49,0,11,20,22,19,14,9,5,16,84,N,2022-11-05 17:35
신도림역,붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,8000,8500,41,59,0,6,28,23,16,13,10,5,7,93,N,2022-11-05 17:35
신림역,매우 붐빔,사람들이 몰려있을 가능성이 매우 크고 많이 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,16000,18000,51,49,0,7,38,20,13,11,8,3,11,89,N,2022-11-05 17:35
신촌·이대역,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,28000,30000,43,57,0,9,50,17,9,8,4,2,14,86,N,2022-11-05 17:35
역삼역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,12000,14000,51,49,0,5,25,28,18,12,7,4,15,85,N,2022-11-05 17:35
연신내역,붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,9000,9500,46,54,0,12,23,14,14,16,13,8,14,86,N,2022-11-05 17:35
용산역,붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,20000,22000,44,56,0,6,29,26,15,12,7,3,8,92,N,2022-11-05 17:35
왕십리역,매우 붐빔,사람들이 몰려있을 가능성이 매우 크고 많이 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,14000,16000,45,55,0,9,34,19,13,12,8,5,11,89,N,2022-11-05 17:35
가산디지털단지역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,9500,10000,55,45,0,5,25,24,17,17,9,3,24,76,N,2022-11-06 20:55
강남역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,30000,32000,50,50,0,9,46,22,11,6,3,2,14,86,N,2022-11-06 20:55
건대입구역,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,18000,20000,47,53,0,10,50,16,9,8,5,3,18,82,N,2022-11-06 20:55
고속터미널역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,9500,10000,45,55,0,10,34,19,14,12,7,3,6,94,N,2022-11-06 21:00
교대역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,6000,6500,52,48,0,9,31,20,17,13,7,3,17,83,N,2022-11-06 21:00
구로디지털단지역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,8500,9000,56,44,0,4,27,27,17,13,9,4,28,72,N,2022-11-06 21:00
서울역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3500,4000,47,53,0,5,27,24,16,15,10,3,9,91,N,2022-11-06 21:00
선릉역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,14000,16000,51,49,0,8,23,26,20,13,7,4,30,70,N,2022-11-06 21:00
신도림역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3500,4000,41,59,0,6,33,24,14,13,7,3,14,86,N,2022-11-06 21:00
신림역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,12000,14000,54,46,0,6,47,22,9,8,5,2,21,79,N,2022-11-06 21:00
신촌·이대역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,20000,22000,45,55,0,10,58,15,7,5,3,2,21,79,N,2022-11-06 21:00
역삼역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,8000,8500,53,47,0,4,30,27,19,11,6,3,29,71,N,2022-11-06 21:00
연신내역,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,6000,6500,50,50,0,10,33,18,12,12,10,6,23,77,N,2022-11-06 21:00
용산역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,12000,14000,47,53,0,6,35,22,15,12,7,3,11,89,N,2022-11-06 21:00
왕십리역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,47,53,0,10,44,17,8,10,6,4,26,74,N,2022-11-06 21:00
가산디지털단지역,매우 붐빔,사람들이 몰려있을 가능성이 매우 크고 많이 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,40000,42000,59,41,0,1,23,29,23,15,7,2,47,53,N,2022-11-08 10:50
강남역,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,58000,60000,49,51,0,3,29,29,19,11,6,3,34,66,N,2022-11-08 10:50
건대입구역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,44,56,0,3,28,19,17,16,11,7,23,77,N,2022-11-08 10:50
고속터미널역,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,12000,14000,39,61,0,1,18,21,21,18,12,8,19,81,N,2022-11-08 10:50
교대역,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,14000,16000,52,48,0,2,20,27,22,15,9,5,33,67,N,2022-11-08 10:50
구로디지털단지역,매우 붐빔,사람들이 몰려있을 가능성이 매우 크고 많이 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,36000,38000,55,45,0,1,25,31,24,12,5,2,44,56,N,2022-11-08 10:50
서울역,매우 붐빔,사람들이 몰려있을 가능성이 매우 크고 많이 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,20000,22000,52,48,0,1,20,30,25,16,7,3,41,59,N,2022-11-08 10:50
선릉역,매우 붐빔,사람들이 몰려있을 가능성이 매우 크고 많이 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,54000,56000,52,48,0,2,19,29,22,14,8,5,41,59,N,2022-11-08 10:50
신도림역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3000,3500,42,58,0,3,21,20,16,16,13,11,16,84,N,2022-11-08 10:50
신림역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,9000,9500,50,50,0,2,30,19,14,13,12,9,23,77,N,2022-11-08 10:50
신촌·이대역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,16000,18000,40,60,0,4,43,17,11,12,7,5,27,73,N,2022-11-08 10:50
역삼역,매우 붐빔,사람들이 몰려있을 가능성이 매우 크고 많이 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,38000,40000,56,44,0,1,25,34,22,11,5,2,42,58,N,2022-11-08 10:50
연신내역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,5500,6000,40,60,1,3,15,15,15,17,17,16,25,75,N,2022-11-08 10:50
용산역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,14000,16000,56,44,0,2,19,28,22,16,9,5,33,67,N,2022-11-08 10:50
왕십리역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,8000,8500,45,55,0,10,31,14,14,14,9,7,22,78,N,2022-11-08 10:50
가산디지털단지역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,61,39,0,3,26,27,21,14,7,3,21,79,N,2022-11-08 22:00
강남역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,38000,40000,52,48,0,7,37,27,16,8,3,2,11,89,N,2022-11-08 22:00
건대입구역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,14000,16000,47,53,0,8,46,17,11,9,6,3,23,77,N,2022-11-08 22:00
고속터미널역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,5500,6000,51,49,0,11,23,18,18,17,9,4,10,90,N,2022-11-08 22:00
교대역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,8000,8500,55,45,0,8,22,24,21,16,6,3,14,86,N,2022-11-08 22:00
구로디지털단지역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,59,41,0,3,26,29,20,12,7,3,25,75,N,2022-11-08 22:00
서울역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3000,3500,56,44,0,3,20,25,25,16,8,3,10,90,N,2022-11-08 22:00
선릉역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,24000,26000,54,46,0,8,21,27,23,13,6,2,20,80,N,2022-11-08 22:00
신도림역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3500,4000,48,52,0,7,29,23,19,11,8,3,15,85,N,2022-11-08 22:00
신림역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,12000,14000,54,46,0,3,46,24,12,8,5,2,23,77,N,2022-11-08 22:00
신촌·이대역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,22000,24000,44,56,0,9,56,15,9,5,3,2,22,78,N,2022-11-08 22:00
역삼역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,14000,16000,57,43,0,3,24,31,23,11,5,2,18,82,N,2022-11-08 22:00
연신내역,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,6000,6500,50,50,0,11,29,18,13,14,9,5,24,76,N,2022-11-08 22:00
용산역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,6000,6500,53,47,0,5,25,27,19,14,7,3,20,80,N,2022-11-08 22:00
왕십리역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,47,53,0,9,43,16,12,10,6,4,27,73,N,2022-11-08 22:00
가산디지털단지역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,14000,16000,55,45,0,3,19,23,20,18,11,5,15,85,N,2022-11-12 12:20
강남역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,48000,50000,44,56,0,7,34,25,16,10,5,3,15,85,N,2022-11-12 12:20
건대입구역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,16000,18000,44,56,0,6,33,21,14,13,8,5,15,85,N,2022-11-12 12:20
고속터미널역,매우 붐빔,사람들이 몰려있을 가능성이 매우 크고 많이 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,20000,22000,36,64,0,6,22,23,18,16,10,5,11,89,N,2022-11-12 12:20
교대역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,47,53,0,7,22,21,19,14,11,6,14,86,N,2022-11-12 12:20
구로디지털단지역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,53,47,0,2,20,26,21,16,10,5,19,81,N,2022-11-12 12:20
서울역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,8000,8500,51,49,0,2,18,22,20,19,13,6,11,89,N,2022-11-12 12:20
선릉역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,24000,26000,49,51,0,7,18,25,19,15,10,5,17,83,N,2022-11-12 12:20
신도림역,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,6000,6500,41,59,0,5,26,23,15,12,12,7,8,92,N,2022-11-12 12:20
신림역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,12000,14000,51,49,0,5,34,22,14,11,9,5,15,85,N,2022-11-12 12:20
신촌·이대역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,22000,24000,42,58,0,7,46,18,11,9,5,4,17,83,N,2022-11-12 12:20
역삼역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,12000,14000,51,49,0,5,23,26,18,14,9,4,19,81,N,2022-11-12 12:20
연신내역,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,7500,8000,42,58,0,7,20,17,16,15,13,11,17,83,N,2022-11-12 12:20
용산역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,16000,18000,47,53,0,5,25,26,17,14,8,5,12,88,N,2022-11-12 12:20
왕십리역,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,10000,12000,46,54,0,9,33,19,12,12,9,5,14,86,N,2022-11-12 12:20
가산디지털단지역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,26000,28000,58,42,0,2,22,29,23,15,7,2,15,85,N,2022-11-16 07:55
강남역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,28000,30000,56,44,0,2,23,29,22,13,7,3,16,84,N,2022-11-16 07:55
건대입구역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,48,52,0,4,29,21,18,14,8,6,17,83,N,2022-11-16 07:55
고속터미널역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,7500,8000,55,45,0,4,17,23,23,17,10,5,7,93,N,2022-11-16 07:55
교대역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,8000,8500,55,45,0,4,21,25,22,15,8,5,12,88,N,2022-11-16 07:55
구로디지털단지역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,12000,14000,55,45,0,1,20,29,23,15,8,4,21,79,N,2022-11-16 07:55
서울역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,8000,8500,59,41,0,2,15,24,26,19,11,3,18,82,N,2022-11-16 07:55
선릉역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,26000,28000,53,47,0,5,17,28,24,15,8,4,23,77,N,2022-11-16 07:55
신도림역,붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,8500,9000,48,52,0,4,26,29,20,12,6,3,4,96,N,2022-11-16 07:55
신림역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,12000,14000,52,48,0,3,35,26,15,11,7,3,11,89,N,2022-11-16 07:55
신촌·이대역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,14000,16000,44,56,0,6,46,19,11,9,5,3,19,81,N,2022-11-16 07:55
역삼역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,16000,18000,56,44,0,2,22,30,23,14,6,3,21,79,N,2022-11-16 07:55
